Date,Temperature
2023-01-28,13.502529199793331
2023-10-11,27.291016433966384
2023-03-20,12.507579742981019
2023-08-16,16.857448289602207
2023-09-04,24.21865251826496
2023-03-23,22.206611895633497
2023-12-06,28.276406369518977
2023-12-18,3.4976682095873723
2023-05-13,9.605338714740991
2023-08-07,33.07447160552682
2023-12-17,8.886848608748455
2023-02-09,12.581577995397316
2023-04-13,4.836120012114131
2023-04-18,9.020361508473938
2023-11-17,9.243164891585657
2023-03-01,12.098070672102896
2023-01-13,21.088301801175948
2023-10-21,6.519873418227622
2023-11-06,13.723412494829866
2023-08-21,10.657108191866257
2023-12-31,14.874543107179562
2023-12-23,0.2554435987468118
2023-01-30,26.75487015920228
2023-03-27,30.167113408244667
2023-02-28,9.925423250552292
2023-06-11,30.436256430535884
2023-05-28,23.936130304766824
2023-10-17,25.414769836519987
2023-09-15,3.9330883568395567
2023-11-03,4.3259322287779725
2023-07-24,20.121052208780736
2023-10-20,33.431333581471534
2023-05-20,6.255507930155954
2023-05-08,29.794109827834735
2023-05-27,7.697422196446731
2023-03-22,5.678801273733148
2023-03-30,6.43397902791566
2023-08-10,12.232145794404909
2023-11-21,5.741157926473171
2023-08-12,18.8518517901877
2023-07-17,21.58803323170985
2023-05-19,18.16805370129316
2023-01-15,18.550905861963404
2023-01-24,9.062679836748465
2023-09-25,15.707376696357292
2023-08-14,15.506095953602653
2023-04-22,22.248357266203083
2023-02-21,18.095219982874095
2023-04-03,16.666199824614882
2023-04-23,8.11019451956238
2023-01-10,18.28478801550698
2023-05-31,14.45406715740295
2023-01-17,26.95263258526085
2023-04-30,22.377653372532215
2023-08-08,14.661942786714858
2023-01-01,29.11241876774131
2023-06-23,9.791795253598824
2023-04-16,30.54896948519434
2023-11-07,13.930387522652486
2023-06-24,6.7260572657242825
2023-03-12,20.832724497420294
2023-02-08,11.901385460736382
2023-06-08,5.820250780711181
2023-12-13,12.082451644866516
2023-02-12,1.349838474999899
2023-07-09,27.344116763253886
2023-10-31,9.558574368025198
2023-06-30,60.0
2023-06-09,11.497439642044528
2023-08-27,18.410069846224808
2023-10-14,6.637973070824362
2023-06-21,17.54982122354417
2023-06-13,15.700409931081527
2023-04-11,30.065205576450033
2023-02-04,12.21670280539078
2023-04-21,29.94047168341256
2023-07-21,13.084966579392589
2023-05-16,20.411466359571996
2023-12-10,50.0
2023-01-20,8.167234085586202
2023-12-12,12.757156038523927
2023-10-23,24.095130900821562
2023-02-14,10.922782545986772
2023-12-30,17.719719870410096
2023-09-18,5.489125937727769
2023-12-01,-6.273377903973927
2023-04-19,30.38353621184308
2023-11-12,15.754812714536593
2023-03-21,15.449322737837964
2023-12-14,16.25363084217891
2023-11-09,5.985393529946052
2023-01-09,14.174249185651536
2023-06-22,21.85464489522153
2023-04-10,18.215914907557615
2023-11-15,14.50698878323482
2023-10-28,4.547785186117467
2023-10-19,11.151783052313698
2023-01-29,27.262233714867662
2023-02-01,18.025300156817387
2023-02-25,18.42665496424334
2023-07-27,9.09575272635449
2023-02-02,7.897714018959098
2023-09-26,12.512910626412227
2023-02-18,2.088817219536388
2023-10-30,14.054687638971442
2023-09-14,9.195220972291326
2023-02-03,-0.8463717457914157
2023-02-05,16.25079175283184
2023-10-03,11.872372998499191
2023-03-05,1.1897391813465852
2023-06-07,6.360547933092613
2023-05-09,20.378358056099483
2023-02-16,4.97763711960059
2023-03-08,1.9584132242716432
2023-08-02,11.268647226112456
2023-10-18,9.975299522867369
2023-12-15,19.628171981831027
2023-12-24,11.176207967676106
2023-10-22,13.912402394573434
2023-02-15,11.49540558711051
2023-06-18,24.504238338818414
2023-02-17,21.21992284665528
2023-04-24,30.28051962479227
2023-06-27,9.483601777998395
2023-10-05,14.071168487725068
2023-02-10,6.611576279463259
2023-01-22,20.228948763522887
2023-04-12,4.217927510860429
2023-06-14,5.196515849358656
2023-03-11,15.415563166369111
2023-02-23,5.554942527020703
2023-07-19,25.692223595491136
2023-09-02,12.527896247623023
2023-05-18,13.33360995537604
2023-01-25,33.15803699190086
2023-10-24,15.781799741718844
2023-07-07,15.417320634087796
2023-07-04,20.0018516082175
2023-07-25,2.064351645513325
2023-05-15,9.913231372968951
2023-10-02,9.78073134090384
2023-04-27,22.578015742189983
2023-08-01,21.29062369687181
2023-08-19,3.6075127281397474
2023-05-23,16.333387962980233
2023-11-22,12.501661990994453
2023-07-31,17.537745721530417
2023-08-13,2.6736238844430016
2023-11-20,7.872679336035777
2023-08-06,18.033213884440656
2023-02-26,15.532137779065343
2023-03-03,12.123574707675669
2023-10-15,24.68916231746161
2023-09-07,3.2686053775798882
2023-09-09,10.393696241495471
2023-03-26,26.906017550364798
2023-07-01,4.00038965265585
2023-04-08,29.286963951246683
2023-04-25,12.855973032388956
2023-11-28,5.488440358370111
2023-08-18,13.096626162111944
2023-12-07,23.548075194528074
2023-12-11,11.472618941659269
2023-04-29,19.912634962768642
2023-10-01,18.12074658150341
2023-06-20,22.366870590246553
2023-05-26,22.55583589592331
2023-12-26,19.9628663867481
2023-12-25,11.162753487936419
2023-02-24,14.774542173290762
2023-06-26,8.572722686609271
2023-08-20,11.053440933102447
2023-11-24,33.05378797838567
2023-07-14,19.18621328425403
2023-07-18,32.30588759424552
2023-08-03,7.444429952653997
2023-03-24,18.72529951784368
2023-08-22,18.328400370091405
2023-10-26,11.804407765896999
2023-07-02,9.851052777336875
2023-11-04,4.226259953619557
2023-04-09,16.01529674162896
2023-04-14,22.75517366526409
2023-08-09,7.352439996057784
2023-08-25,26.95587635593095
2023-05-11,8.840671404437469
2023-11-30,5.528954878453458
2023-03-02,9.620316417792392
2023-04-05,17.850931177395214
2023-07-13,5.655252018070421
2023-05-21,3.0699392583551557
2023-05-29,4.472740715907831
2023-07-22,23.797276767096903
2023-06-02,9.04196142361248
2023-01-11,16.152348569287025
2023-04-07,15.084000165766565
2023-07-30,22.281431264740736
2023-08-29,9.900503795582168
2023-02-27,17.41977518191825
2023-10-06,-1.245475742251955
2023-02-06,24.842325445821764
2023-11-25,9.36239779315013
2023-01-21,-5.4239185266726295
2023-11-19,17.196130861791517
2023-03-17,9.521519272477494
2023-07-20,12.046545296460451
2023-03-19,10.369202681884676
2023-09-21,14.57946162984363
2023-12-27,20.58765719285869
2023-05-30,11.307323161482328
2023-11-18,8.496056091567382
2023-01-03,22.829903872845914
2023-02-22,10.913558899449015
2023-09-20,10.229487692395935
2023-09-11,12.445372662839238
2023-09-17,19.88303503285764
2023-07-03,-2.787225217795413
2023-06-01,28.706741773194935
2023-11-29,21.186023819220797
2023-07-10,4.657144722212411
2023-03-16,18.218733129420393
